DIAMD_NO	STOCK_NO	PARENT_ITEM_NO_ALT	BOUNCE_USE_ITEM	FULL_TITLE	MAIN_DESC	VARIANT_DESC	SERIES_CODE	ISSUE_NO	ISSUE_SEQ_NO	VOLUME_TAG	MAX_ISSUE	PRICE	PUBLISHER	UPC_NO	SHORT_ISBN_NO	EAN_NO	CARDS_PER_PACK	PACK_PER_BOX	BOX_PER_CASE	DISCOUNT_CODE	INCREMENT	PRNT_DATE	FOC_VENDOR	SHIP_DATE	SRP	CATEGORY	GENRE	BRAND_CODE	MATURE	ADULT	OA	CAUT1	CAUT2	CAUT3	RESOL	NOTE_PRICE	ORDER_FORM_NOTES	PAGE	WRITER	ARTIST	COVER_ARTIST
AUG121111	STK327810	NOV063594		EC ARCHIVES TWO FISTED TALES HC VOL 01 (NOV063594)	EC ARCHIVES TWO FISTED TALES HC		20957	1	0	VOL		49.95	EC COMICS	 	1888472561	978188847256154995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	WR	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Kurtzman, Harvey	Craig, Johnny	Na
AUG121112	STK336586	JUN073591		EC ARCHIVES TWO-FISTED TALES HC VOL 02 (JUN073591)	EC ARCHIVES TWO-FISTED TALES HC		20957	2	0	VOL		49.95	EC COMICS	 	1888472723	978188847272154995	0	0	0	E	3	7/5/2012	N	9/19/2012	49.95	3	WR	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Kurtzman, Harvey	Wood, Wally	Wood, Wally
AUG121113	STK348758	AUG073676		EC ARCHIVES VAULT OF HORROR HC VOL 01 (AUG073676)	EC ARCHIVES VAULT OF HORROR HC		21403	1	0	VOL		49.95	EC COMICS	 	1888472731	978188847273854995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Feldstein, Al	Wood, Wally	Craig, Johnny
AUG121114	STK329886	DEC063587		EC ARCHIVES WEIRD SCIENCE HC VOL 02 (DEC063587)	EC ARCHIVES WEIRD SCIENCE HC		19349	2	0	VOL		49.95	EC COMICS	 	1888472693	978188847269154995	0	0	0	E	3	7/5/2012	N	9/19/2012	49.95	3	SF	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Feldstein, Al	Wood, Wally	Feldstein, Al
AUG121115	STK358634	DEC073672		EC ARCHIVES WEIRD SCIENCE HC VOL 03 (DEC073672)	EC ARCHIVES WEIRD SCIENCE HC		19349	3	0	VOL		49.95	EC COMICS	 	1603600108	978160360010154995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	SF	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Gaines, Bill	Wood, Wally	Wood, Wally
AUG121116	STK464800	APR121090		EC KURTZMAN CORPSE O/T IMJIN AND OTHER STORIES HC (O/A)	EC KURTZMAN CORPSE O/T IMJIN AND OTHER STORIES HC		0		0			28.99	FANTAGRAPHICS BOOKS	 	1606995456	978160699545752899	0	0	0	E	4	8/31/2012	N	9/26/2012	28.99	3	AA	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Kurtzman, Harvey	Kurtzman, Harvey	Kurtzman, Harvey
AUG121117	STK464799	APR121089		EC WALLY WOOD CAME THE DAWN AND OTHER STORIES HC (O/A)	EC WALLY WOOD CAME THE DAWN AND OTHER STORIES HC		0		0			28.99	FANTAGRAPHICS BOOKS	 	1606995464	978160699546452899	0	0	0	E	4	8/31/2012	N	9/26/2012	28.99	3	AA	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Wood, Wally	Wood, Wally	Wood, Wally
AUG121118	STK460491	JAN121539		EC COMICS CSS #22 BY CRAIG T/S LG (O/A) (C: 0-1-3)	EC COMICS CSS #22 BY CRAIG T/S LG		0		0			18.95		794504300628			0	0	0	U	5	8/31/2012	N	10/31/2012	18.95	9	HO	XX	N	N	Y	0	1	3	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309		Craig, Johnny	
AUG121119	STK460492	JAN121540		EC COMICS CSS #22 BY CRAIG T/S XL (O/A) (C: 0-1-3)	EC COMICS CSS #22 BY CRAIG T/S XL		0		0			18.95		794504300727			0	0	0	U	5	8/31/2012	N	10/31/2012	18.95	9	HO	XX	N	N	Y	0	1	3	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309		Craig, Johnny	
AUG121120	STK198827	OCT023367		EC COMICS LOGO T/S LG (O/A) (C: 0-1-3)	EC COMICS LOGO T/S LG		0		0			17.95		794504696509			0	0	0	H	5	8/31/2012	N	10/31/2012	17.95	9	HO	XX	N	N	Y	0	1	3	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309			
AUG121121	STK198828	OCT023368		EC COMICS LOGO T/S XL (O/A) (C: 0-1-3)	EC COMICS LOGO T/S XL		0		0			18.95		794504696608			0	0	0	U	5	8/3/2012	N	10/3/2012	18.95	9	HO	XX	N	N	Y	0	1	3	N	N		309			
AUG121122	STK345026	JUN074285		EC TALES FROM THE CRYPT T/S LG (O/A) (C: 0-1-3)	EC TALES FROM THE CRYPT T/S LG		0		0			18.95		794504702309			0	0	0	U	5	8/31/2012	N	10/31/2012	18.95	9	HO	XX	N	N	Y	0	1	3	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309		Davis, Jack	
AUG121123	STK345027	JUN074286		EC TALES FROM THE CRYPT T/S XL (O/A) (C: 0-1-3)	EC TALES FROM THE CRYPT T/S XL		0		0			18.95		794504702408			0	0	0	U	5	8/31/2012	N	10/31/2012	18.95	9	HO	XX	N	N	Y	0	1	3	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309		Davis, Jack	
AUG121124	STK401837	AUG091008		TALES FROM THE CRYPT GN VOL 08 STINKY DEAD KID (O/A)	TALES FROM THE CRYPT GN	STINKY DEAD KID	20230	8	0	VOL		7.95	PAPERCUTZ	 	1597071633	978159707163550795	0	0	0	F	10	8/31/2012	N	9/19/2012	7.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Various,	Various,	Various,
AUG121125	STK423506	JUL101079		TALES FROM THE CRYPT GN VOL 09 WICKEDER (O/A)	TALES FROM THE CRYPT GN	WICKEDER	20230	9	0	VOL		6.99	PAPERCUTZ	 	159707215X	978159707215150699	0	0	0	F	10	8/31/2012	N	9/26/2012	6.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	309	Various,	Various,	Various,
AUG121126	STK471101			LOVE HAIR GN (A) (C: 1-1-2)	LOVE HAIR GN		0		0			17.95	801 MEDIA INC	 	1934129631	9781934129630	0	0	0	F	6	8/31/2012	N	10/31/2012	17.95	3	YA	MA	N	Y	N	1	1	2	N	N		310			
AUG121127	STK471103			VELVET KISS GN VOL 02 (A) (C: 1-1-2)	VELVET KISS GN		130211	2	0	VOL		17.95	801 MEDIA INC	 	1934129577	9781934129579	0	0	0	F	6	8/31/2012	N	10/31/2012	17.95	3	YA	MA	N	Y	N	1	1	2	N	N		310			
AUG121128	STK473938			TEENS AT PLAY GN FOREVER YOUNG (A) (C: 1-0-0)	TEENS AT PLAY GN FOREVER YOUNG		0		0			9.95	EROS COMIX	 	1606996703	978160699670650995	0	0	0	E	10	8/31/2012	N	10/31/2012	9.95	3	AD	XX	N	Y	N	1	0	0	N	N		310	Rebecca,	Rebecca,	Rebecca,
AUG121129	STK455843	NOV110973		DIRTY GIRLZ GN (NOV110973) (A) (C: 1-0-0)	DIRTY GIRLZ GN		0		0			12.99	EROS COMIX	 	1606995669	978160699566251299	0	0	0	E	8	7/5/2012	N	9/26/2012	12.99	3	AD	XX	N	Y	Y	1	0	0	N	N		310	Bei, Suke	Yaro, Kono	Yaro, Kono
AUG121130	STK026704	STAR08017		TIJUANA BIBLES TP VOL 02 (STAR08017) (A) (C: 1-0-0)	TIJUANA BIBLES TP		4053	2	0	VOL		14.95	EROS COMIX	 	1560972386	978156097238951495	0	0	0	E	7	7/5/2012	N	9/19/2012	14.95	3	AD	XX	N	Y	Y	1	0	0	N	N		310	Adelman, Bob	Various,	Various,
AUG121131	STK386062	FEB094270		TEENS AT PLAY WINTER BREAK SPECIAL (O/A) (A) (C: 1-0-0)	TEENS AT PLAY WINTER BREAK SPECIAL		0		0			4.95	EROS COMIX	 	1606991779	978160699177050495	0	0	0	E	10	8/31/2012	N	9/26/2012	4.95	1	AD	XX	N	Y	Y	1	0	0	N	N		310	Rebecca,	Rebecca,	Rebecca,
AUG121132	STK445226	JUN111116		ANAL INTRUDERS FROM URANUS #4 (O/A) (A) (C: 1-0-0)	ANAL INTRUDERS FROM URANUS		16634	4	0			3.95	EROS COMIX	64924191799100411			0	0	0	E	10	8/31/2012	N	9/19/2012	3.95	1	AD	XX	N	Y	Y	1	0	0	N	N		310	Crum, Wes	Crum, Wes	Crum, Wes
AUG121133	STK289418	AUG052916		GRAPHIC CLASSICS GN VOL 02 A CONAN DOYLE 2ND ED (AUG052916)	GRAPHIC CLASSICS GN	A CONAN DOYLE 2ND ED	17837	2	0	VOL		11.95	EUREKA PRODUCTIONS	 	0974664855	978097466485951195	0	0	0	F	32	7/5/2012	N	9/26/2012	11.95	3	LT	CI	N	N	Y	0	0	0	N	N		310	Doyle, Sir Arthur Conan	Gane, Simon	Geary, Rick
AUG121134	STK336998	JUN073533		GRAPHIC CLASSICS GN VOL 07 BRAM STOKER 2ND ED (JUN073533)	GRAPHIC CLASSICS GN	BRAM STOKER 2ND ED	17837	7	0	VOL		11.95	EUREKA PRODUCTIONS	 	0978791916	978097879191951195	0	0	0	F	32	7/5/2012	N	9/19/2012	11.95	3	LT	CI	N	N	Y	0	0	0	N	N		310	Stoker, Bram	Alanguilan, Gerry	Nelson, Mark A.
AUG121135	STK473983			BROXO GN (C: 0-1-1)	BROXO GN		0		0			16.99	:01 FIRST SECOND	 	1596435518	978159643551351699	0	0	0	F	10	8/31/2012	N	10/3/2012	16.99	3	FA	XX	N	N	N	0	1	1	N	N		311	Giallongo, Zack	Giallongo, Zack	Giallongo, Zack
AUG121136	STK473976			SAILOR TWAIN GN (C: 0-1-1)	SAILOR TWAIN GN		0		0			24.99	:01 FIRST SECOND	 	1596436360	978159643636752499	0	0	0	F	10	8/31/2012	N	10/3/2012	24.99	3	FA	XX	N	N	N	0	1	1	N	N		311	Siegel, Mark	Siegel, Mark	Siegel, Mark
AUG121137	STK451914	SEP111094		NAUGHTY & NICE GOOD GIRL ART BRUCE TIMM SC NEW PTG (SEP11109	NAUGHTY & NICE GOOD GIRL ART BRUCE TIMM SC NEW PTG		0		0			50	FLESK PUBLICATIONS	 	1933865407	978193386540955000	0	0	0	F	3	7/5/2012	N	9/26/2012	50	4	RF	XX	Y	N	Y	0	0	0	N	N		311	Timm, Bruce	Timm, Bruce	Timm, Bruce
AUG121138	STK464801			BETA TESTING THE APOCALYPSE GN (RES) (C: 0-1-2)	BETA TESTING THE APOCALYPSE GN		0		0			19.99	FANTAGRAPHICS BOOKS	 	1606995413	978160699541951999	0	0	0	E	5	8/31/2012	N	10/31/2012	19.99	4	SF	XX	N	N	N	0	1	2	Y	N		312	Kaczynski, Tom	Kaczynski, Tom	Kaczynski, Tom
AUG121139	STK473978			CASTLE WAITING GN VOL 01 (C: 0-1-2)	CASTLE WAITING GN		130706	1	0	VOL		24.99	FANTAGRAPHICS BOOKS	 	1606996029	978160699602752499	0	0	0	E	5	8/31/2012	N	10/31/2012	24.99	3	FA	XX	N	N	N	0	1	2	N	N		312	Medley, Linda	Medley, Linda	Medley, Linda
AUG121140	STK471092			DELPHINE HC (C: 0-1-2)	DELPHINE HC		0		0			24.99	FANTAGRAPHICS BOOKS	 	1606995901	978160699590752499	0	0	0	E	4	8/31/2012	N	10/31/2012	24.99	3	HO	XX	N	N	N	0	1	2	N	N		312	Sala, Richard	Sala, Richard	Sala, Richard
AUG121141	STK471095			PROBLEMATIC HC WOODRING SKETCHBOOK (C: 0-1-2)	PROBLEMATIC HC WOODRING SKETCHBOOK		0		0			28.99	FANTAGRAPHICS BOOKS	 	1606995944	978160699594552899	0	0	0	E	4	8/31/2012	N	10/31/2012	28.99	4	SU	XX	N	N	N	0	1	2	N	N		312	Woodring, Jim	Woodring, Jim	Woodring, Jim
AUG121142	STK473985			JULIOS DAY HC (C: 0-1-2)	JULIOS DAY HC		0		0			19.99	FANTAGRAPHICS BOOKS	 	1606996061	978160699606551999	0	0	0	E	5	8/31/2012	N	10/31/2012	19.99	3	DR	XX	N	N	N	0	1	2	N	N		312	Hernandez, Gilbert	Hernandez, Gilbert	Hernandez, Gilbert
AUG121143	STK471094			PRISON PIT GN VOL 04 (MR) (C: 0-1-2)	PRISON PIT GN		126245	4	0	VOL		12.99	FANTAGRAPHICS BOOKS	 	160699591X	978160699591451299	0	0	0	E	8	8/31/2012	N	10/31/2012	12.99	3	FA	XX	Y	N	N	0	1	2	N	N		312	Ryan, Johnny	Ryan, Johnny	Ryan, Johnny
AUG121144	STK473363			HEADS OR TAILS TP (C: 0-1-2)	HEADS OR TAILS TP		0		0			22.99	FANTAGRAPHICS BOOKS	 	1606995979	978160699597652299	0	0	0	E	5	8/31/2012	N	10/31/2012	22.99	3	FA	XX	N	N	N	0	1	2	N	N		313	Carre, Lilli	Carre, Lilli	Carre, Lilli
AUG121145	STK473368			RALPH AZHAM HC VOL 01 WHY LIE SOMEONE LOVE (C: 0-1-2)	RALPH AZHAM HC	WHY LIE SOMEONE LOVE	130674	1	0	VOL		14.99	FANTAGRAPHICS BOOKS	 	1606995936	978160699593851499	0	0	0	E	7	8/31/2012	N	10/31/2012	14.99	3	FA	XX	N	N	N	0	1	2	N	N		313	Trondheim, Lewis	Trondheim, Lewis	Trondheim, Lewis
AUG121146	STK471099			DISNEY MICKEY MOUSE HC VOL 04 HOUSE O/T HAUNTS (C: 0-1-2)	DISNEY MICKEY MOUSE HC	HOUSE O/T HAUNTS	128580	4	0	VOL		29.99	FANTAGRAPHICS BOOKS	 	1606995758	978160699575452999	0	0	0	E	4	8/31/2012	N	10/31/2012	29.99	3	HU	DS	N	N	N	0	1	2	N	N		313	Gottfredson, Floyd	Gottfredson, Floyd	Gottfredson, Floyd
AUG121147	STK471100			DISNEY MICKEY MOUSE BOX SET VOL 03 & 04 (C: 0-1-2)	DISNEY MICKEY MOUSE BOX SET VOL 03 & 04		130009	2	0	VOL		49.99	FANTAGRAPHICS BOOKS	 	1606995766	978160699576154999	0	0	0	E	2	8/31/2012	N	10/31/2012	49.99	3	HU	DS	N	N	N	0	1	2	N	N		313	Gottfredson, Floyd	Gottfredson, Floyd	Gottfredson, Floyd
AUG121148	STK422925	MAY111081		HIDDEN HC (MAY111081)	HIDDEN HC		0		0			19.99	FANTAGRAPHICS BOOKS	 	1606993860	978160699386651999	0	0	0	E	5	7/5/2012	N	9/19/2012	19.99	3	MS	XX	N	N	Y	0	0	0	N	N		313	Sala, Richard	Sala, Richard	Sala, Richard
AUG121149	STK430644	NOV100923		APPROXIMATE CONTINUUM COMICS GN (NOV100923)	APPROXIMATE CONTINUUM COMICS GN		0		0			18.99	FANTAGRAPHICS BOOKS	 	1606994107	978160699410851899	0	0	0	E	6	7/5/2012	N	9/26/2012	18.99	3	RB	XX	N	N	Y	0	0	0	N	N		313	Trondheim, Lewis	Trondheim, Lewis	Trondheim, Lewis
AUG121150	STK447485	JUL111082		DISNEY MICKEY MOUSE BOX SET VOL 01 & 02 (JUL111082)	DISNEY MICKEY MOUSE BOX SET VOL 01 & 02		130009	1	0	VOL		49.99	FANTAGRAPHICS BOOKS	 	1606994964	978160699496254999	0	0	0	E	2	7/5/2012	N	9/19/2012	49.99	3	HU	DS	N	N	Y	0	0	0	N	N		313	Gottfredson, Floyd	Gottfredson, Floyd	Gottfredson, Floyd
AUG121151	STK447483	JUL111085		PRISON PIT GN VOL 03 (JUL111085) (MR)	PRISON PIT GN		126245	3	0	VOL		12.99	FANTAGRAPHICS BOOKS	 	1606994972	978160699497951299	0	0	0	E	8	7/5/2012	N	9/26/2012	12.99	3	FA	XX	Y	N	Y	0	0	0	N	N		313	Ryan, Johnny	Ryan, Johnny	Ryan, Johnny
AUG121152	STK412327	FEB100912		WEATHERCRAFT HC (NEW PTG) (FEB100912)	WEATHERCRAFT HC (NEW PTG)		0		0			19.99	FANTAGRAPHICS BOOKS	 	1606993402	978160699340851999	0	0	0	E	5	7/5/2012	N	9/19/2012	19.99	3	SU	XX	N	N	Y	0	0	0	N	N		313	Woodring, Jim	Woodring, Jim	Woodring, Jim
AUG121153	STK373198	JUL083998		LAGOON HC (JUL083998)	LAGOON HC		0		0			14.99	FANTAGRAPHICS BOOKS	 	1560979542	978156097954851499	0	0	0	E	7	7/5/2012	N	9/26/2012	14.99	3	FA	XX	N	N	Y	0	0	0	N	N		313	Carre, Lilli	Carre, Lilli	Carre, Lilli
AUG121154	STK331689	JAN073615		CHANCE IN HELL HC (JAN073615) (MR)	CHANCE IN HELL HC		0		0			16.95	FANTAGRAPHICS BOOKS	 	1560978333	978156097833651695	0	0	0	E	6	7/5/2012	N	9/19/2012	16.95	3	RB	XX	Y	N	Y	0	0	0	N	N		313	Hernandez, Gilbert	Hernandez, Gilbert	Hernandez, Gilbert
AUG121155	STK400221	DEC090866		HIGH SOFT LISP GN (DEC090866) (MR)	HIGH SOFT LISP GN		0		0			16.99	FANTAGRAPHICS BOOKS	 	1606993186	978160699318751699	0	0	0	E	6	7/5/2012	N	9/26/2012	16.99	3	DR	XX	Y	N	Y	0	0	0	N	N		313	Hernandez, Gilbert	Hernandez, Gilbert	Hernandez, Gilbert
AUG121156	STK455329	DEC111084		PRINCE VALIANT HC VOL 05 1945-1946 (DEC111084)	PRINCE VALIANT HC	1945-1946	125506	5	0	VOL		29.99	FANTAGRAPHICS BOOKS	 	1606994840	978160699484952999	0	0	0	E	4	7/5/2012	N	9/19/2012	29.99	3	AA	XX	N	N	Y	0	0	0	N	N		313	Foster, Hal	Foster, Hal	Foster, Hal
AUG121157	STK449595	NOV110990		POPEYE HC VOL 06 ME LIL SWEE PEA (NOV110990)	POPEYE HC	ME LIL SWEE PEA	18788	6	0	VOL		29.99	FANTAGRAPHICS BOOKS	 	1606994832	978160699483252999	0	0	0	E	4	7/5/2012	N	9/26/2012	29.99	3	HU	XX	N	N	Y	0	0	0	N	N		313	Segar, E. C.	Segar, E. C.	Segar, E. C.
AUG121158	STK468796	FEB128278		GALAXY MAN #3	GALAXY MAN		130435	3	0			3.99	GALACTIC PRESS	79357313833000311			0	0	0	F	10	8/31/2012	N	10/3/2012	3.99	1	SH	XX	N	N	N	0	0	0	N	N		314	Puttkammer, Kyle	Belk, Allen	Belk, Allen
AUG121159	STK462899	MAR121079		OVERSTREET COMIC BK PG SC VOL 42 AVENGERS (O/A)	OVERSTREET COMIC BK PG SC	AVENGERS	3311	42	0	VOL		29.95	GEMSTONE PUBLISHING	 	1603601376	9781603601375	0	0	0	E	4	8/31/2012	N	9/26/2012	29.95	4	RF	XX	N	N	Y	0	0	0	N	N		314	Overstreet, Robert M.	Various,	Jusko, Joe
AUG121160	STK462842	MAR121080		OVERSTREET COMIC BK PG HC VOL 42 AVENGERS (O/A)	OVERSTREET COMIC BK PG HC	AVENGERS	8247	42	0	VOL		35	GEMSTONE PUBLISHING	 	1603601368	9781603601368	0	0	0	E	3	8/31/2012	N	9/19/2012	35	4	RF	XX	N	N	Y	0	0	0	N	N		314	Overstreet, Robert M.	Various,	Jusko, Joe
AUG121161	STK462917	MAR121081		OVERSTREET COMIC BK PG SC VOL 42 CATWOMAN (O/A)	OVERSTREET COMIC BK PG SC	CATWOMAN	3311	42	1	VOL		29.95	GEMSTONE PUBLISHING	 	1603601392	9781603601399	0	0	0	E	4	8/31/2012	N	9/26/2012	29.95	4	RF	XX	N	N	Y	0	0	0	N	N		314	Overstreet, Robert M.	Various	Hughes, Adam
AUG121162	STK462843	MAR121082		OVERSTREET COMIC BK PG HC VOL 42 CATWOMAN (O/A)	OVERSTREET COMIC BK PG HC	CATWOMAN	8247	42	1	VOL		35	GEMSTONE PUBLISHING	 	1603601384	9781603601382	0	0	0	E	3	8/31/2012	N	9/19/2012	35	4	RF	XX	N	N	Y	0	0	0	N	N		314	Overstreet, Robert M.	Various	Hughes, Adam
AUG121163	STK453753	OCT111127		ONE TP (GG STUDIO) VOL 01	ONE TP (GG STUDIO)		129666	1	0	VOL		18.99	GG STUDIO	81577601008100111			0	0	0	E	25	7/5/2012	N	9/26/2012	18.99	3	FA	XX	N	N	Y	0	0	0	N	N		314	GG Studios,	Qualano, Pasquale	Qualano, Pasquale
AUG121164	STK455380	NOV111009		PANDEMONIUM SC VOL 01 (NOV111009)	PANDEMONIUM SC		129720	1	0	VOL		12.99	GRAPHIX	 	0439877598	978043987759651299	0	0	0	F	10	7/5/2012	N	9/19/2012	12.99	3	FA	YR	N	N	Y	0	0	0	N	N		315	Wooding, Chris	Diaz, Cassandra	Diaz, Cassandra
AUG121165	STK427031	SEP101052		ALCHEMIST HC (SEP101052)	ALCHEMIST HC		0		0			22.99	HARPER COLLINS PUBLISHERS	 	0062024329	978006202432952299	0	0	0	F	10	7/5/2012	N	9/26/2012	22.99	3	FA	XX	N	N	Y	0	0	0	N	N		315	Millman, Dan	Winegarner, Andrew	Vitor Ishimura
AUG121166	STK399160	JUL090880		DISCWORLD TP VOL 01 COLOUR OF MAGIC & LIGHT FANTASTIC (JUL09	DISCWORLD TP	COLOUR OF MAGIC & LIGHT FANTASTIC	126166	1	0	VOL		16.99	HARPER COLLINS PUBLISHERS	 	006183310X	978006183310651699	0	0	0	F	6	7/5/2012	N	9/19/2012	16.99	3	FA	XX	N	N	Y	0	0	0	N	N		315	Pratchett, Terry	Various,	Na
AUG121167	STK393440	JAN098066		NEIL GAIMAN CORALINE TP (JAN098066)	NEIL GAIMAN CORALINE TP		0		0			9.99	HARPER COLLINS PUBLISHERS	 	0060825456	978006082545450999	0	0	0	F	10	7/5/2012	N	9/26/2012	9.99	3	FA	XX	N	N	Y	0	0	0	N	N		315	Gaiman, Neil	Russell, P. Craig	Russell, P. Craig
AUG121168	STK473918			FOUR HORSEMEN O/T APOCALYPSE SC VOL 03 (OF 3) (MR)	FOUR HORSEMEN O/T APOCALYPSE SC		129733	3	0	VOL	3	14.95	HEAVY METAL MAGAZINE	 	1935351575	978193535157351495	0	0	0	F	7	8/31/2012	N	10/17/2012	14.95	3	AA	XX	Y	N	N	0	0	0	N	N		315	Mendheim, Michael	Bisley, Simon	Khivrenko, Ivan
AUG121169	STK098124	NOV981371		HEAVY METAL 1998 CORBEN SPEC LTD ED HC (O/A) (MR)	HEAVY METAL 1998 CORBEN SPEC LTD ED HC		0		0			28.95	HEAVY METAL MAGAZINE	 	1882931432	9781882931439	0	0	0	F	25	8/31/2012	N	9/26/2012	28.95	4	RF	XX	Y	N	Y	0	0	0	N	N		315	Corben, Richard	Corben, Richard	Corben, Richard
AUG121170	STK269718	JAN052801		HEAVY METALS DRACULA HC (O/A) (MR)	HEAVY METALS DRACULA HC		0		0			14.95	HEAVY METAL MAGAZINE	 	1932413324	9781932413328	0	0	0	F	7	8/31/2012	N	9/19/2012	14.95	3	HO	XX	Y	N	Y	0	0	0	N	N		315	Hippolyte,	Hippolyte,	Hippolyte,
AUG121171	STK432888	DEC100985		VAMPIRES WORLD OF SHADOWS ILLUS HC (DEC100985) (MR)	VAMPIRES WORLD OF SHADOWS ILLUS HC		0		0			18.95	HEAVY METAL MAGAZINE	 	1935351397	9781935351399	0	0	0	H	6	7/5/2012	N	9/26/2012	18.95	3	FA	XX	Y	N	Y	0	0	0	N	N		315	N/A	Blue, Bibian	N/A
AUG121172	STK459573			STEVE CANYON COMP COMIC BOOK SERIES HC VOL 02 (RES) (C: 0-1-	STEVE CANYON COMP COMIC BOOK SERIES HC		128236	2	0	VOL		49.99	HERMES PRESS	 	1613450184	978161345018554999	0	0	0	F	3	8/31/2012	N	11/28/2012	49.99	3	AA	XX	N	N	N	0	1	2	Y	N		316	Caniff, Milton	Caniff, Milton	Caniff, Milton
AUG121173	STK457315	DEC111106		DARK SHADOWS BEST OF ORIGINAL SERIES TP (O/A) (DEC111106)	DARK SHADOWS BEST OF ORIGINAL SERIES TP		0		0			49.99	HERMES PRESS	 	1613450168	978161345016154999	0	0	0	H	3	7/5/2012	N	9/26/2012	49.99	3	HO	MV	N	N	Y	0	0	0	N	N	(NOTE: For every copy of Dark Shadows HC Vol 1,2, 3 or Best of SC  ordered , get free copy of OCT118124.	316	Arneson, Donald	Certa, Joe	Certa, Joe
AUG121174	STK409034	JAN100960		DARK SHADOWS COMP SERIES HC VOL 01 (O/A)	DARK SHADOWS COMP SERIES HC		126786	1	0	VOL		49.99	HERMES PRESS	 	1932563458	978193256345054999	0	0	0	H	3	8/31/2012	N	9/19/2012	49.99	3	HO	MV	N	N	Y	0	0	0	N	N	(NOTE: For every copy of Dark Shadows HC Vol 1,2, 3 or Best of SC  ordered , get free copy of OCT118124	316	Arneson, Donald	Certa, Joe	Na
AUG121175	STK413516	SEP101046		DARK SHADOWS COMP SERIES HC VOL 02 (SEP101046)	DARK SHADOWS COMP SERIES HC		126786	2	0	VOL		49.99	HERMES PRESS	 	1932563474	978193256347454999	0	0	0	H	3	7/5/2012	N	9/26/2012	49.99	3	HO	MV	N	N	N	0	0	0	N	N	(NOTE: For every copy of Dark Shadows HC Vol 1,2, 3 or Best of SC  ordered , get free copy of OCT118124	316	Arneson, Donald	Certa, Joe	Wilson, George
AUG121176	STK436056	JUL111126		DARK SHADOWS COMP SERIES HC VOL 03 (JUL111126)	DARK SHADOWS COMP SERIES HC		126786	3	0	VOL		49.99	HERMES PRESS	 	1932563571	978193256357354999	0	0	0	H	3	7/5/2012	N	9/19/2012	49.99	3	HO	MV	N	N	N	0	0	0	N	N	(NOTE: For every copy of Dark Shadows HC Vol 1,2, 3 or Best of SC  ordered , get free copy of OCT118124	316	Arneson, Donald	Certa, Joe	Na
AUG121177	STK438665	MAR111166		NEW AVENGERS 100 PROJECT SC (MAR111166)	NEW AVENGERS 100 PROJECT SC		0		0			12.99	THE HERO INITIATIVE	 	0979760224	978097976022851299	0	0	0	I	7	7/5/2012	N	9/26/2012	12.99	4	SH	XX	N	N	Y	0	0	0	N	N		316	Various,	Various,	Various,
AUG121178	STK473520			BEST AMERICAN COMICS HC 2012 (MR) (C: 0-1-2)	BEST AMERICAN COMICS HC	2012	23515	2012	0	VOL		25	HOUGHTON MIFFLIN HARCOURT	 	0547691122	978054769112152500	0	0	0	F	5	8/31/2012	N	10/3/2012	25	3	AN	XX	Y	N	N	0	1	2	N	N		316	Various,	Various,	Panter, Gary
